djnk-fxfj	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
2nu7-zyj5	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
wqe4-ja88	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
u8iz-2pgk	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ee7w-njf3	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
k2um-vsan	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
w8wg-vp5f	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
fq8k-gy89	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
m9su-gg5r	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
knz4-d525	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
3isz-viz2	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
wz7x-gr8c	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
gj98-kp5x	311 Service Requests for 2008. This is historical data and will not be updated.
5k8n-8zmj	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
j2dp-ev86	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
c2mp-h975	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
mrsb-nsv6	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
eayu-9mzi	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
s8iy-m77k	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
gd7c-erma	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
7nb7-wq5h	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
uppf-z66u	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
45t5-44y4	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
jfcf-6yk9	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
schv-9mb7	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
s8tw-bf44	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
2j7x-tvss	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
stb5-fiua	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
8cgp-b5t3	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
fs5z-tpv4	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
mx2f-icux	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
ek6s-gast	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
z57s-qzmg	Test data from all 311 Service Requests for 2005 in Manhattan.
xxn7-psqd	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
n4iy-zdvj	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
ahug-wg4n	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
khym-yfjw	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
8kt9-zgrr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
wyj4-kvxc	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
udu8-jxy7	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
8qdh-n8ew	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
xtyk-k9qh	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
at7b-u9d8	311 Service Requests for 2005. This is historical data and will not be updated.
t242-kmv3	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
qgf3-tfxy	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
w82b-qsh3	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
vsyy-jksx	311 Service Requests for 2008. This is historical data and will not be updated.
tbp9-z4dr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
cvah-qkdr	311 Service Requests for 2008. This is historical data and will not be updated.
ysps-brbd	All 311 Service Requests from 2010 to mid-October 2011. (Please note this dataset will soon be kept up-to-date on a regular basis)
2tek-hjsa	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
wxjt-xj3w	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
x5sv-98nn	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
5v8x-rgx9	311 Service Requests for 2005. This is historical data and will not be updated.
gfgw-b9bj	311 Service Requests for 2005. This is historical data and will not be updated.
7i95-xrat	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
9ve3-grzx	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
9ncr-ejx7	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
p3et-zpp6	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
wixz-q7pt	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
x27p-rath	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
mfbr-gvpd	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
qhvw-i88d	All 311 Service Requests from 2010 to mid-February 2012.
vx3m-czxu	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
8y97-m46x	311 Service Requests for 2004. This is historical data and will not be updated.
99i6-msyy	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
msue-a3m6	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
n93v-wpr4	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
qpcz-qh3m	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
9qyg-x2us	All 311 Service Requests from 2010 to mid-February 2012.
trrx-uj3v	Test data from all 311 Service Requests for 2007 in Manhattan.
g2hj-umqj	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
i95i-iy8v	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ax28-pdqn	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
6wrh-b4p8	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
tns8-xqei	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
kjfr-jwqe	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
4jyq-2t35	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
banz-k3vq	Test data from all 311 Service Requests for 2008 in Manhattan.
42ty-6mij	Test data from all 311 Service Requests for 2006 in Manhattan.
nux4-g7k8	311 Service Requests for 2006. This is historical data and will not be updated.
y5d4-6dta	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
85pa-xjkr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
g5iz-5u93	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ukid-6a4s	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
gjkf-etq5	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
kkep-f54p	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
qt9t-jtv2	Test data from all 311 Service Requests for 2004 in Manhattan.
fvdf-zh7q	311 Service Requests for 2006. This is historical data and will not be updated.
um8t-m55i	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
bxtq-h7wr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ndrm-ixw2	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
7df7-afrb	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
arng-fm6g	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
45kz-bya2	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
uw4i-28u7	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
fyn9-cqcb	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ii4e-jwyk	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
czkm-itad	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
gh78-yexp	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ypm5-ig5p	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ar4e-ihmq	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
6hbx-qnep	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
cp9i-fqvr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
pv2e-si4y	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
sfrt-szqe	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
jmtt-6xt7	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
uud9-wsrt	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
5pht-t93m	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
rwz8-g5zv	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
3kzm-yiy2	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
q3an-stgw	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
f9sm-i8ju	311 Service Requests for 2007. This is historical data and will not be updated.
8m46-h5dh	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
yw4a-n3kr	All 311 Service Requests from 2010 to mid-February 2012.
ccym-4hqq	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
75uk-tdvr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
xmuv-hnaj	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
bppf-tkkk	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
tgp2-73k8	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
7meq-rbuc	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
52r2-6t4f	311 Service Requests for 2006. This is historical data and will not be updated.
fehr-6vgy	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
2b7m-8j5s	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
hry3-yhjr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
6csg-ryew	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
xrmc-783m	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
vc3m-jaxj	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
482e-qc9g	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ijdy-3ndt	311 Service Requests for 2006. This is historical data and will not be updated.
wwjt-8agi	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
hgug-j8e2	All 311 Service Requests from 2010 to mid-February 2012.
wwa3-vpn4	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
pm4y-qqzt	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
rv6w-vhrt	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
pcea-53zw	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
wcaq-ppgf	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
dtag-zm5q	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
3tz3-gyhq	311 Service Requests for 2007. This is historical data and will not be updated.
4czu-pn25	311 Service Requests for 2006. This is historical data and will not be updated.
j5rg-f6jz	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
27w4-q2rz	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
hxfa-k4hy	311 Service Requests for 2006. This is historical data and will not be updated.
jkqg-z6kp	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
rsm2-sjap	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
9zpy-tjz6	All 311 Service Requests from 2010 to mid-February 2012.
v55h-rny8	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
4n2n-q9jm	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
5t25-ents	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
be2f-eak7	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
8b5d-2udh	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
djsb-jctj	311 Service Requests for 2008. This is historical data and will not be updated.
twcn-mjz3	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
wg4u-ut4q	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
atwc-trzq	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
m5nm-vca4	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
8ne5-dgau	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
qc97-fh7u	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
7vht-j7rj	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
kerf-e4qv	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
7qja-cifk	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
k8kc-g4kq	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
p7d8-52rv	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
nqzh-fif7	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
my38-3fq2	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
hghx-kzfw	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
bbbm-aprh	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
2htj-rswr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
jhqa-6dzr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
dsqm-5h92	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
d47b-wkvh	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ug6p-6fuj	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
f5ym-9t4b	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
iavb-qjy2	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
bv3i-j8gq	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
xz7m-uw4p	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
unrs-a9wi	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
qvr2-gw69	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
iep8-2vp5	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
pnv7-5mep	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
r8pa-84pr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
b4pc-bbva	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ex4t-7wt8	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
azsx-w55c	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
px3i-smb5	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
9y5v-nb9w	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
iy29-ps3i	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
s73x-4r9p	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
pq3z-nfeq	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
vbj3-2wdk	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
yk3a-qyjt	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
2nps-urbc	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
jkry-exk2	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
8fc8-85m6	311 Service Requests for 2004. This is historical data and will not be updated.
vny3-eeib	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
789c-esme	All 311 Service Requests from 2010 to early March 2012. This information is automatically updated daily.
cgj6-q6e2	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
wi94-7bww	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
qc5q-t2e4	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
8rmt-vnew	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
s6cf-aytc	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
gphx-x46f	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
env5-8qnt	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
azxj-87jw	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
xarn-ugn6	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
twmq-jz34	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
kt4y-ew9m	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
rb57-v5kw	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
wkjk-fryc	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ec7r-e77v	311 Service Requests for 2008. This is historical data and will not be updated.
ptn5-gmrj	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
uisx-aak4	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
eei5-cehc	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
kkrc-28ts	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ex6m-q7vf	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
9ng8-g7dg	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
3d5b-vb3h	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ceyp-2rfd	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
cwr9-upi8	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
kz8x-84sd	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
m5dr-i2r5	311 Service Requests for 2004. This is historical data and will not be updated.
9epv-y9qw	311 Service Requests for 2004. This is historical data and will not be updated.
pwjz-6gdh	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
2egp-atym	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
udfn-s977	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
n8ap-8tkc	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
6kae-2x2s	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
2tkb-spt7	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
x6ab-rx4w	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
vhur-6eb3	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
hpmi-qsj8	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
4gpg-m7x6	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
euz8-6mq5	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
dtxr-gm9m	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
n3ye-6ajc	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
bajq-qszr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
k6mk-29bf	311 Service Requests for 2004. This is historical data and will not be updated.
sb6q-a7u5	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
9fjr-vraj	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
v78x-u4cx	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
qecw-89mn	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
jhix-zeki	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
krq6-qj8z	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
4xdh-t84e	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
n2fr-mrwg	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
in25-zb8a	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ttwv-39st	311 Service Requests for 2004. This is historical data and will not be updated.
rc7n-ic46	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
iacs-iyxt	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
pcnj-jhas	All 311 Requests from year 2009. This is historical data and will not be updated.
u44q-i288	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
btdz-4smy	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
j4ta-2pkm	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
j88c-ijqa	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
t7wh-j3je	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
rrip-7e6y	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
v2zy-ahmr	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
q5vx-2yhj	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
x56s-ixia	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
kdvi-ey4a	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
wd2z-36v6	All 311 Service Requests from 2010 to mid-February 2012.
8v8h-tpfg	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
uge7-t6rj	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
788n-arkg	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
gbih-sbdw	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
jpm2-pfrh	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
vsci-r3b5	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
jvgk-jtds	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
rbiv-2rsz	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
m2tg-rdxn	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
m56t-68xh	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
m2t3-npra	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
bfxz-fd5f	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
kdgw-23iw	311 Service Requests for 2007. This is historical data and will not be updated.
cr5r-f8bt	311 Service Requests for 2006. This is historical data and will not be updated.
8vzq-3yz2	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
m3tc-vrpw	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
jqig-5z4k	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
biuh-wvui	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
6gi6-p5qv	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
fqry-3q7t	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
fm8s-2rgb	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
kf3r-hutw	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
6rs3-kg3k	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
eg6j-43e7	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ckr8-miyf	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
jswj-p7fv	311 Service Requests for 2005. This is historical data and will not be updated.
ammg-6itx	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
jarf-zmpp	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
b328-ttwy	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
j3wc-9bjg	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
427c-2472	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
7qnn-t5yb	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
sa3i-xbm2	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
2w2a-fwmy	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
5psk-wqz9	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
m7mg-vi3n	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
t25w-5t5u	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
hade-mcxd	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
anfv-hhsi	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
48sq-gm98	311 Service Requests for 2008. This is historical data and will not be updated.
rtt5-dnsq	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
4yvc-ud8i	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ae64-3kjd	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
c5w8-jn5p	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
xbsm-aq32	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
rx4p-jeep	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
nczx-7aki	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
gh2h-dep8	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
6zvy-jq38	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
prws-ja3a	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
b37h-hksz	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ec6r-ru98	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
ckfr-d3gx	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
4up4-hpn7	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
3c4y-ks2a	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
aiep-cw6w	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
w7w5-eh7d	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
nbh5-finw	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
8kab-ubkn	All 311 Service Requests from 2010 to present. This information is automatically updated daily.
