8hkx-uppz Quality Of Life Indicators   q2_09 indicator q3_09 q1_09 q4_09  Statistics Statistics on NYC quality of life life quality statistic community
2j99-6h29 Graffiti Locations   closed_date status community_board created_date incident_address_display borough police_precinct resolution_action  Other Addresses, current status, and coordinates of requests to clean graffiti (other than bridges or highways) received from the public and SCOUT in the last 12 months. sanitation scout graffiti complaint request public clean web
9yzr-h7jq Parking Regulations Street Segments   boroughcode sideofstreet mainstreet statusordernumber tostreet fromstreet  Transportation The Parking Regulations are drawn from DOT’s traffic sign database, STATUS, which is used by DOT in managing its inventory of over one million traffic signs in New York City. The database keeps track of the description, location and installation dates for DOT traffic signs. The Locations and Signs files need to be used in combination. The data in files can be linked, to find an applicable regulation, using the 'StatusOrderNumber' value. This process is automated at our  DOT Parking Regulation website: http://a841-dotvweb01.nyc.gov/ParkingRegs/ViewController/LocationValidation.aspx parking regulation traffic sign signage location install car automobile drive driving clean web
tdsx-cvye NYC OpenData Catalog   category created_at attribution name rating description custom_metadata updated_at comments properties owner system_id keywords table_id type id permissions  Other opendata catalog catalog dcat datasets directory
dzgh-ja44 Projects in Construction Map   consttype location_1 name geo_dist award boro projdesc buildingid  Facilities and Structures New school projects (Capacity) and Capital Improvement Projects (CIP) currently under Construction. school construction authority sca capital improvement project current education lifelong learning
jxdc-hnze Times Square Entertainment Venues   phone sub_subindustry company_name subindustry  Business and Economic Directory of entertainment venues in the Times Square area  Update Schedule: As required times square alliance times square crossroads crossroads of the world nyc new york city new york manhattan theater food screens pedestrian entertainment tourism
ewtv-wftx DSNY: Collection Tonnages   refusetonscollected communitydistrict mgptonscollected papertonscollected month borough  Environmental Sustainability For each Community District, the tons of Refuse, Paper Recycling and Metal, Glass & Plastic Recycling that were collected by the Department of Sanitation (DSNY) during the calendar month. sanitation dsny refuse recycle recycling plastic metal paper community community district tonnage clean web
ymhw-9cz9 NYC Health and Hospitals Corporation Facilities   phone facility_name borough location_1 facility_type  Health This is a list of the 11 acute care hospitals, four skilled nursing facilities, six large diagnostic and treatment centers and community-based clinics that make up the New York City Health and Hospitals Corporation, NYC's public hospital system. HHC is a $6.7 billion integrated healthcare delivery system which serves 1.3 million New Yorkers every year and more than 450,000 are uninsured. It provides medical, mental health and substance abuse services. Update Frequency: As needed facility facilities health patient healthcare healthcare provider hospital medicare medicaid healthy living
vcc8-bbkp NYC Parking Facilities Map   entity_name license_number telephone_number facility_type address_zip_code number_of_spaces address  Transportation A list of all parking facilities in New York City parking facilities car automobile
swqh-s9ee Map of Bathrooms   status bathroom shape_area objectid_1 omppropid name organizati descriptio buildingty gispropnum comments system commission shape parentorg objectid parentid comfortsta type class shape_length  Facilities and Structures GIS Map of Bathrooms in New York City Department of Parks & Recreation properties. map location cartography site bath bathroom wash washroom head look urinal urine relief station
7z8d-msnt School Attendance and Enrollment Statistics by District (2010-11)   ytd_enrollment_avg_ ytd_attendance_avg_ district  Education DOE attendance and enrollment statistics broken down by school district doe education schools attendance enrollment district absent school district lifelong learning
mreg-rk5p NYC Public High School Program Data   printed_school_name selection_method_abbreviated selection_method dbn interest_area program_code directory_page_ urls program_name borough  Education Data on programs in NYC High Schools doe programs nyc data lifelong learning
n5mv-nfpy IPIS (Integrated Property Information System)   num_bld council_district juris cd boro floors rpad_description rpad jurisdiction_description councilmember_name bbl parcel_name agency owned_leased lot prop_depth bld_sqft pr_zone bld_depth parcel_address prop_sqft waterfront sd_zone primary_use_text prop_front irreg block bld_front  Facilities and Structures Database of City-owned properties and private properties that the City leases for City agency use. property finance lease agency city-owned private consumer affairs dcas administrative services ipis (integrated property information system) ipis
yts9-kmw9 NYPD Public Indicators   desired_direction mmr_indicator additive indicator_name reporting_period agency reporting_lag_time_weeks_ citywide_theme sub_indicator agency_name frequency month zero_tolerance  Public Safety NYPD crime statistics by precinct (CPR) mayor's office of operations operations ops public safety public safety cpr crime nypd police cop cops precinct new york
6ej9-7qyi After-School Programs   summer high_schoo site_name objectid sports_phy cbo_sp_tel shape elementary site_zip id middle_sch weekends setting site_stree site_build evenings arts_cultu school_id program_ty weekly_hou address1 address2 academics agency_nam agency_tel site_borou cbo_servic estimated_ school_yea name enrollment sp_ein  Community Service Location of all After School Programs with basic descriptive information on the programs. jobs and economic mobility education school services geographic location map cartography after school after-school program doitt gis
99bc-9p23 Neighborhood Names GIS   objectid_1 annoline3 annoline2 annoline1 shape annoangle objectid stacked borough name  Other GIS data: neighborhood labels as depicted in New York City: A City of Neighborhoods geographic location map cartography neighborhood historic scenic interest area of interest areas of interest dcp city planning neighborhood names gis
tj4w-skrs Building Permits   permit_status permittee_s_first_last_name house street_name job_type community_board city_state_zip owner_s_house_street permittee_s_license borough job_start_date self_cert owner_s_business_type permittee_s_phone permittee_s_license_type owner_s_first_last_name owner_s_business_name lot issuance_date permittee_s_business_name zip_code bin work_type job owner_s_phone job_doc filing_status bldg_type expiration_date permit_sequence permit_type filing_date block  Property Permits issued by the Department of Buildings. This data is replaced on a daily basis. building buildings permit permits dob building permits clean web
26dn-w9sw Green Market Locations   city shape location objectid name  Environmental Sustainability Location of green markets in the city with basic descriptive information. doitt gis geographic location map cartography business green market grocer food sale sell
ivix-m77e Federal Stimulus Data   contract_method project_description of_funds_to_be_spent_by_interim_spending_deadine award_lead_city_agency funding_source date_funds_announced_by_nyc date_funds_awarded_by_fed_state payment_date actual_start_date contract_status contract_id project_status conttract_start_date contract_value project_lead_city_agency final_spending_deadline payment_type contract_name project_name revised_contract_end_date payment_recipient payment_description payment_id interim_spending_deadline of_funds_spent all_other_funding funding_category payment_value stimulus_tracker_id new_or_existing_contract contract_end_date estimated_start_date vendor_name stimulus_funding displaced_city_funding  Business and Economic Data on the usage of stimulus/recovery funds provided through the American Recovery and Reinvestment Act of 2009 (ARRA) jobs and economic mobility operations ops federal stimulus stimulus funding stimulus money mayor's office of operations
2zez-gixy Public Pay Telephone Wifi Metrics   users sessions year mb_sent month mb_received system_id location provider minutes  Statistics This data represents monthly usage statistics from certain payphones which also serve as public WiFi hotspots throughout the city. payphone wifi usage ppt public pay telephone hotspot
jfzu-yy6n Oil Boilers - Detailed Fuel Consumption and Building Data   owner_address natural_gas_utility_con_edison_or_national_grid is_boiler_dual_fuel_capable_ facility_address burner_model total_area_of_buildings_on_lot deadline_for_phasing_out_6_oil_i_e_data_of_next_dep_permit_renewal_after_july_1_2012_ number_of_buildings_on_property_tax_lot_ city_council_district owner total_estimated_cosumption_high_estimate_mmbtus_ dep_boiler_application_ total_estimated_cosumption_high_estimate_gallons_ total_estimated_cosumption_low_estimate_mmbtus_ boiler_model year_constructed estimated_retirement_date_of_boiler_assuming_35_year_average_useful_life_ deadline_for_complying_with_audit_and_retrocommissioning_law age_range_of_boiler primary_fuel number_of_total_units boiler_installation_date number_of_residential_units condominium_housing_ needs_to_comply_with_greener_greater_buildings_laws_ boiler_capacity_gross_btu_ cooperative_housing_ number_of_floors number_of_identical_boilers total_estimated_cosumption_low_estimate_gallons_ building_type borough_block_and_lot_ building_manager  Facilities and Structures Detailed data on NYC buildings with oil boilers, including fuel consumption, BBL, building owner/management info, deadline for complying with Audit and Retrocommissioning Law, building type and year constructed, number of floors and residential units, Condo/Coop status, and more. energy power environment planning construction housing property
6k68-kc8u Sidewalk Cafes   location_1 entity_name entity_type license_number camis_phone_number camis_trade_name address_zip_code sidewalk_cafe_type street_address address_street_name lic_area_sq_ft  Business and Economic A list of sidewalk cafes that have a current DCA license as of the run date. restaurant license café food meal sidewalk consumer affairs dca
sper-c9ks NYC Landmarks   non_bldg objectid desig_addr lm_type shape other_name house_numb borough desig_date bbl boundaries count_bldg lot status street_nam lp_number public_hea hist_distr lm_name secnd_bldg vacant_lot notes block bin_number  Cultural Affairs Landmarks Preservation Commission point shapefile. A point shapefile of NYC Landmarks Preservation Commission individual, interior and scenic landmarks as well as points of all buildings within historic districts; for use in Geographic Information Systems (GIS). geographic location map cartography historic landmark preservation preserve conservation conserve interior scenic building district
xenu-5qjw NYC Street Activities Calendar   spatiallocation isrecurring eventdescription acronym eventsetupstartdate eventname location eventenddate eventbreakdownenddate eventtypedescription borough eventstartdate  Events A list of Street Activity Permit Applications. These include applications for Block Parties and Street Festivals. The City of New York makes no representation as to its accuracy or the suitability of this information for any purpose. Because this information is subject to change, the City will periodically update and modify it to the extent it is reasonable and practical. Users should be advised that much of this information is based on permit applications, not approved permits especially when looking at permits for advanced dates.  The City disclaims any liability for errors that may be contained herein and shall not be responsible for any damages consequential or actual, arising out of or in connection with the use of this information. The City makes no warranties, express or implied, including, but not limited to, implied warranties of merchantability and fitness for a particular purpose as to the quality, content, accuracy, or completeness of the information, text graphics, links and other items contained in this dataset. block parties street festivals events
e98g-f8hy Property Data (Buildings Information System)   permit_experation_date permit_sequence_number permit_application_document_number permit_subtype permit_status_date permit_application_job_number permit_issuance_date permit_bin permit_status_description permit_application_job_type permit_type  Property List of NYC Properties under DOB jurisdiction property building jurisdiction clean web
6bic-qvek Zip code breakdowns   count_ethnicity_unknown percent_gender_total count_permanent_resident_alien count_black_non_hispanic percent_public_assistance_total count_receives_public_assistance count_nreceives_public_assistance percent_permanent_resident_alien count_public_assistance_unknown percent_public_assistance_unknown count_other_citizen_status percent_white_non_hispanic percent_gender_unknown count_ethnicity_total percent_pacific_islander count_gender_total count_white_non_hispanic count_citizen_status_total percent_ethnicity_total percent_black_non_hispanic percent_american_indian count_participants percent_asian_non_hispanic count_gender_unknown percent_ethnicity_unknown count_hispanic_latino percent_male count_female count_us_citizen jurisdiction_name percent_us_citizen percent_female percent_other_ethnicity count_public_assistance_total count_asian_non_hispanic count_male count_american_indian count_other_ethnicity percent_hispanic_latino percent_receives_public_assistance percent_citizen_status_unknown count_pacific_islander percent_other_citizen_status percent_citizen_status_total percent_nreceives_public_assistance count_citizen_status_unknown  Statistics Demographic statistics broken down by zip code Update Schedule: As required boundary district community demography demographic statistic youth development zip code zip code area lifelong learning
nzjr-3966 NYC Civil Service Titles   union_descr descr title jobcode max_rate union_cd barg_descr sffx std_hrs min_rate barg_unit sfx_descr asg_lvl  Business and Economic List of civil service titles used by agencies throughout the City civil service civil service title
b7kx-qikm 2012 NYC Farmers Market List   distribute_health_bucks ebt market_name hours accepts_health_bucks day_s borough stellar street_address  Business and Economic Listing of NYC farmers markets. 2012 nyc market list dohmh farmers market green food health healthy living
5m6a-enkt Building Complaints   status bin community_board date_entered complaint_number disposition_code complaint_category inspection_date address disposition_date unit  Property Daily updates of building complaint records. This data is replaced daily; historical data is not yet available. building buildings complaints clean web
5b3a-rs48 NYC Social Media Usage   url platform agency date_sampled  Media Twitter and Facebook statistics from various NYC agencies and organizations.  Update Frequency: As required twitter facebook nyc agency organization data
e6n3-m3vc Street Tree Census (Manhattan)   buildingnu diameter objectid_1 objectid parity treelocati crossstree treecondit site zipcode treeid shape crossstr_1 fid_1 treepit commdist borough species onstreet buildingst  Environmental Sustainability Manhattan street tree census inventory  Update Frequency: As Needed park parks nature recreation tree census arbor geographic manhattan healthy living
dhry-6nsv Map of Electricity Consumption by ZIP Code - 2010   building_type_service_class_ consumption_kwh_ utility_data_source consumption_gj_ zip_code  Environmental Sustainability 2010 electricity consumption in kWh and GJ, by ZIP code, building type, and utility company. electricity energy environment planning power utilities
7e9k-sh95 Building Jobs   existingno_of_stories applicant_s_first_last_name street_name fee_status job_type community_board proposed_height assigned city_state_zip owner_s_house_street proposed_zoning_sqft borough job_number owner_s_phone_number street_frontage job_status total_est_fee existing_zoning_sqft house_number owner_s_first_last_name owner_s_business_name lot pre_filing_date latest_action_date applicant_license_number existing_height proposed_no_of_stories doc_number paid zoning_dist1 enlargement_sq_footage fully_paid job_status_descrp initial_cost building_type applicant_professional_title proposed_occupancy block bin_number  Property Building job information. This information is replaced daily. building buildings jobs
kx9w-bns7 2009 Popular Birth Names (Male)   count child_first_name year_of_birth rank gender  Health Popular NYC male birth names popular names name health males boys
hc8x-tcnd FDNY Firehouse Listing   borough facilityname facilityaddress  Public Safety Listing of all NYC fire houses with addresses fire department fdny fd fires community board station fire station fire house emergency 911
xbtj-c7ca NYC Parking Facilities   entity_name license_number telephone_number facility_type address_zip_code number_of_spaces address  Transportation A list of all parking facilities in New York City parking facilities car automobile
sw33-t3vk 2012 NYC Noise Complaints - Heat Map   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status due_date school_address resolution_action_updated_date school_not_found school_name school_city agency_name park_borough school_code cross_street_1 location_type cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  Other NYC Noise complaints for 2012 311 311 service requests 2010 2011 service request status all service requests
ty8z-v9d2 DYCD Literacy   city objectid service url zipcode servicesof shape divisionna address id phonenumbe  Education DYCD Literacy geographic location map cartography basemap literacy youth
g3vh-kbnw School District Breakdowns   count_ethnicity_unknown percent_gender_total count_permanent_resident_alien count_black_non_hispanic percent_public_assistance_total count_receives_public_assistance count_nreceives_public_assistance percent_permanent_resident_alien count_public_assistance_unknown percent_public_assistance_unknown count_other_citizen_status percent_white_non_hispanic percent_gender_unknown count_ethnicity_total count_pacific_islander count_gender_total count_white_non_hispanic count_citizen_status_total percent_ethnicity_total percent_black_non_hispanic percent_american_indian count_participants percent_asian_non_hispanic count_gender_unknown percent_ethnicity_unknown count_hispanic_latino percent_male count_female count_us_citizen jurisdiction_name percent_us_citizen percent_female percent_other_ethnicity count_public_assistance_total count_asian_non_hispanic count_male count_american_indian count_other_ethnicity percent_hispanic_latino percent_receives_public_assistance percent_citizen_status_unknown percent_other_citizen_status percent_citizen_status_total percent_nreceives_public_assistance count_citizen_status_unknown  Education Demographic statistics broken down by school districts boundary district community demography demographic statistic youth development neighborhood school education lifelong learning
arq3-7z49 Subway Stations   shape url line name objectid  Transportation City Subway Stations location map cartography basemap transit transportation train subway travel entrance station transfer
m8ew-ikp5 Birth Rate by Mother's Age   mother_s_age_yr_  Health Rate of birth sorted by the age range of the mother.  Update Schedule: As required birth rate mother age labor baby data health healthy living
uady-p6yt Map View   location_1 entity_name entity_type license_number telephone_number address_zip_code address_street_name street_address  Business and Economic A list of laundry facilities that have a current DCA license as of the run date. laundry license laundromat clothing washing cleaning clothes consumer affairs dca
zpua-wef3 Transportation Structures   shape_length shape_area name objectid shape feature_code sub_feature_code source_id  Transportation Planimetric basemap polygon layer containing transportation structures, such as bridges, tunnels and overpasses. doitt gis planimetric basemap polygon layer containing transportation structures such as bridges tunnels and overpasses.
2b6x-2bw6 Local Law 48 Of 2011 Report   factory_floor_area council_district yearalter2 office_floor_area storage_floor_area healtharea total_area census_tract major_use boro lot_type_code zonedist1 healthctr bldgfront retail_floor_area map_atlas proximity_code garage_floor_area number_structures parcel_name irrlotcode zipcode coordinates other_floor_area contact bldgdepth current_uses spdist1 lotfront allowable_building_to_floor_area edc_occupied exemptland bsmtcode number_of_easements census_block assessland community_district lotdepth structure_completed lot total_gross_area_structures open_petroleum_spill schooldist residential_floor_area land_use_category condominium_number residential_units yearalter1 ratio_building_to_floor_area zonedist2 policeprct numfloors agency firecomp exempttot residential_and_non_residential_units landmark address commercial_floor_area block  Government Detailed report in regards to Local Law 48 of 2011 local law 48 local law 2011 dcas administrative services nyc government citywide services city council council data spreadsheet excel xls xlsx city city property
fuvx-wqd7 2011-2012 NYC Family Guides   family_guide_name link language  Education 2011-2012 NYC Family Guides  Update schedule: As required doe famil guide program language url info education school lifelong learning
bquu-z2ht NYC Service: Volunteer Opportunities   last_modified_date recurrence_type end_date_date event_time locality org_title start_date_date status org_content_id addresses_count vol_requests hours postalcode opportunity_id hits category_id display_url region title summary created_date content_id category_desc  Community Service A list of volunteer opportunities, organized by event, category of event type, organization and location. Update Frequency: As needed jobs and economic mobility volunteering volunteers volunteer opportunities events volunteer organizations lifelong learning
hdr6-7r95 Map of Monuments   omp_propid objectid shape name311 gis_propnu name  Facilities and Structures GIS Map of Permanent Art and Monuments in New York City Department of Parks & Recreation properties. map location cartography site art public permanent culture history historical monument sculpture statue healthy living
mbd7-jfnc DYCD after-school programs   program_type contact_number site_name borough_community agency program grade_level_age_group  Education After-school programs in New York City, organized by various categories and for various audiences. Update Frequency: Annually jobs and economic mobility education services youth community development school child children lifelong learning
xszr-btpb Electronics Stores   address_city entity_name entity_type license_number telephone_number address_zip_code address_street_name location address_state address_bldg  Business and Economic A list of electronics stores that have a current DCA license as of the run date. retail sale sell license store electronics consumer affairs dca
sat5-adpb Museums and Galleries   city tel name zip url address2 shape objectid adress1  Cultural Affairs Museums and Galleries museums galleries art culture museo doitt gis
vvj6-d5qx 2010 & 2011 NYC Municipal Building Energy Benchmarking Results   building city source_energy_intensity_kbtu_sq_ft year_built zip rating_2 rating agency gross_sq_ft total_ghg_emissions_mtco2e state current_source_energy_intensity_kbtu_sq_ft lot current_total_ghg_emissions_mtco2e bin address borough block  Government This is an Excel file with a list of New York City municipal buildings over 10,000 square feet by borough, block, lot, and agency, identifying each building’s energy intensity (kBtu/sq. ft.), Portfolio Manager benchmarking rating, where available, and the total GHG emissions for the calendar years 2010 & 2011. 2011 2010 nyc 2010 nyc municipal building energy benchmarking results benchmark energy energy intensity emissions municipal building block lot 2010 & 2011 nyc municipal building energy benchmarking results
2zzj-3hqt Laundromats   location_1 entity_name entity_type license_number telephone_number address_zip_code address_street_name street_address  Business and Economic A list of laundry facilities that have a current DCA license as of the run date. laundry license laundromat clothing washing cleaning clothes consumer affairs dca
jufi-gzgp NYS Math Test Results By Grade 2006-2011 - School Level - All Students   level_3_4_2 category level_2_1 level_2_2 level_1_2 level_1_1 level_3_1 mean_scale_score grade level_4_1 year dbn number_tested level_3_2 level_4_2 level_3_4_1  Education New York City Results on the New York State Mathematics Tests, Grades 3 - 8 Notes: As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7. In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006. Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.  Rows are suppressed (noted with ‘s’) if the number of tested students was 5 or fewer.  Prior to 2011, the mean scale scores for ‘All Grades’ were not calculated. lifelong learning
3q43-55fe Rat Sightings   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status due_date school_address resolution_action_updated_date school_not_found school_name school_city agency_name park_borough school_code cross_street_1 location_type cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests
pq6r-ezsn 2009 Popular Birth Names (Female)   count child_first_name year_of_birth rank gender  Health Popular NYC female birth names names women female popular health girls
d4dh-78mx Historic district maps   perimeter shape_length shape_area name extension area designated shape objectid shape_leng shape_le_1 borough lp_number  Cultural Affairs Landmarks Preservation Commission historic districts. A polygon shapefile of NYC Landmarks Preservation Commission historic districts for use in Geographic Information Systems (GIS). geographic location map cartography historic district history landmark preservation preserve
cw88-qpsr Lower Manhattan Retailers   cnbio_org_name block_lot cnadrprf_city cnadrprf_state primary cnadrprf_addrline1 cnadrprf_addrline2 secondary  Business and Economic Listing of lower Manhattan retailers manhattan downtown retail block lot vendor sale sell community
9ihd-38yr Street Centerline   shape_length name objectid number_travel_lanes shape number_park_lanes number_total_lanes width feature_code sub_feature_code source_id  Transportation Planimetric basemap line layer containing the street centerline. (roads, alley and interior park paths`.) geographic location map cartography transportation street center centerline road alley path
uedp-fegm Natural Gas Consumption by ZIP Code - 2010   building_type_service_class utility_data_source _consumption_gj_ _consumption_therms_ zip_code  Environmental Sustainability 2010 Natural Gas consumption in therms and GJ, by ZIP code, building type, and utility company. energy gas power environment utilities planning
avir-tzek Graduation Outcomes - Classes Of 2005-2010 By Borough   total_grads_of_cohort total_cohort dropped_out_n borough cohort regents_w_o_advanced_of_cohort total_regents_of_grads demographic still_enrolled_of_cohort advanced_regents_of_cohort total_regents_n total_grads_n still_enrolled_n advanced_regents_n dropped_out_of_cohort total_regents_of_cohort local_of_grads regents_w_o_advanced_n advanced_regents_of_grads regents_w_o_advanced_of_grads local_n local_of_cohort  Education Graduation Outcomes - 4 Year Outcome - Cohorts of 2001 through 2006 (Classes of 2005 through 2010)   •The New York State calculation method was first adopted for the Cohort of 2001 (Class of 2005). The cohort consists of all students who first entered 9th grade in a given school year (e.g., the Cohort of 2006 entered 9th grade in the 2006-2007 school year). Graduates are defined as those students earning either a Local or Regents diploma and exclude those earning either a special education (IEP) diploma or GED. For the most recent cohort, graduation rates as of both June and August (including summer graduates) are reported.   •Records with cohorts of 20 students or less are suppressed. August outcomes are only reported for the most recent cohort.   •August outcomes include all June and August graduates.   •In school-level reporting, students who were in a school for less than 5 months are not included in the school’s cohort, but are included in citywide totals.   •School level results are not presented for District 79 schools, but their outcomes are included in citywide totals. lifelong learning
pxag-5eb2 Community Health Survey (GIS data) 2003_2008   insure5 womens2 oid_ uhf34_code objectid quitsk2 shshom2 exercs2 shape fobtst2 wkwork3 overwt2 shswks2 cotest2 shape_length borough objectid_1 manman2 pcarep2 area diabet2 uhf_name rdrink2 anystd2 sickad6 flusht2 sexnum4 needca2 rcdks22 genhlt4 cigars2 hivtwo2 obeses2 rsmoke3 len evisit4 asthma2 mhdday4 cocksr2 condom2 shape_area shsmok2 pneumv2 nofill2 neighbor nspday4 obs smismi2  Health Provides Community Health Survey aggregated city-wide rates by United Hospital Fund neighborhoods and two Boundaries files. These are GIS data The rates cover a number of health topics including: general health status, health care access, cardiovascular health, diabetes, asthma, immunizations, mental health, smoking, second-hand smoke, obesity, commuting patterns, physical activity, cancer screening, HIV, sexual behavior, birth control, drug use, and domestic violence. health safety geographic map cartography public community neighborhood location hospital fund boundary boundaries status statistics care healthy living
3rfa-3xsf 311 Service Requests 2009   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough closed_date city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status school_address resolution_action_updated_date school_name school_city agency_name park_borough school_code cross_street_1 location_type cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  Service Requests (311) All 311 Requests from year 2009. This is historical data and will not be updated. 311 311 service requests 2009 all service requests
f7b6-v6v3 New York City Health and Hospitals Corporation (HHC) : Facilities   phone facility_name borough location_1 facility_type  Health This is a list of the 11 acute care hospitals, four skilled nursing facilities, six large diagnostic and treatment centers and community-based clinics that make up the New York City Health and Hospitals Corporation, NYC's public hospital system. HHC is a $6.7 billion integrated healthcare delivery system which serves 1.3 million New Yorkers every year and more than 450,000 are uninsured. It provides medical, mental health and substance abuse services. Update Frequency: As needed facility facilities health patient healthcare healthcare provider hospital medicare medicaid healthy living
v9md-y9hm 311-Public Payphone Complaints   y_coordinate_state_plane_ school_region unique_key street_name community_board school_number borough city incident_zip agency facility_type school_state school_phone_number location latitude x_coordinate_state_plane_ address_type status due_date school_address school_not_found school_name school_city agency_name park_borough school_code cross_street_1 location_type cross_street_2 longitude complaint_type descriptor created_date school_zip incident_address park_facility_name  Social Services All 311 Service Requests from 2010 to present. This information is automatically updated daily. 311 311 service requests 2010 2011 2012 service request status all service requests clean web
s22f-jsd4 Current Medallion Drivers   license_type license_number name_of_licensee license_expiration_date date_updated  Transportation Yellow Medallion Taxicabs are the official taxis of New York City. There are currently about 13,000 licensed taxicabs and they provide transportation for passengers via street hails. Medallion Taxicab Drivers face a unique set of requirements in order to be licensed to drive a yellow taxicab.  This data set contains information on the status of current medallion drivers. tlc taxi medallion cab license driver
n6ct-9993 Path Station Locations   shape name objectid  Transportation Location of PATH stations. doitt gis geographic location map cartography transportation nj new jersey train station path transport transit traffic
urmm-7q9v Lower Manhattan Parking Garages   entity_name license_number telephone_number facility_type address_zip_code number_of_spaces address  Transportation A list of all parking facilities in New York City parking facilities car automobile
